供应商_woe,经营状况_woe,企业年报_woe,融资信息_woe,主要人员_woe,变更记录_woe,双随机抽查_woe,成立时长_woe,最终受益人_woe,网站信息_woe,招投标_woe,法律诉讼_woe,注册资本_woe,行政许可_woe,竞品信息_woe,经营风险_woe,抽查检查_woe,客户_woe,税务信用_woe,历史对外投资_woe,历史股东_woe,一般纳税人_woe,控股企业_woe,核心人员_woe,新闻舆情_woe,专利信息_woe,工商自主公示_woe,知识产权_woe,企业业务_woe,股东信息_woe,企业发展_woe,历史高管_woe,是否高新技术认证_woe,公告研报_woe,商标信息_woe,经营异常_woe,历史行政许可_woe
0.0,-1.4203007291050858,-0.24276118184730525,-0.15429253385969718,-0.31922234794178256,0.12014431184206321,0.0,-0.062177244951891295,0.3024658686360178,-0.5500133504931835,-0.1675377606097177,0.0,-0.6217930328873141,-0.3977987796927915,-0.19570863757641405,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,-0.25022947645483107,0.033132934852433446,-0.3059400834688369,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,0.03313293485243366,-0.6626150274075693,0.0,0.16270392626085903,-0.29759088885791546,-0.3088512936762953,0.0,0.0,-0.37629257447182785,-0.07091092492064607,-0.36270745988152137
0.0,-1.4203007291050858,-0.24276118184730525,-0.15429253385969718,-0.31922234794178256,-1.5662546417281655,0.0,-1.4203007291050858,0.3024658686360178,-0.5500133504931835,-0.1675377606097177,0.0,-1.1607895336200011,-0.3977987796927915,-0.19570863757641405,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,-0.25022947645483107,0.033132934852433446,-0.3059400834688369,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,0.03313293485243366,-0.6626150274075693,0.0,0.16270392626085903,-0.29759088885791546,-0.3088512936762953,0.0,0.0,-0.37629257447182785,-0.07091092492064607,-0.36270745988152137
0.0,0.8822843638889601,-0.5730028687178821,-0.15429253385969718,-0.31922234794178256,0.12014431184206321,0.0,0.3565330899062936,0.3024658686360178,-0.5500133504931835,-0.1675377606097177,0.0,-0.6217930328873141,-0.3977987796927915,-0.19570863757641405,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,0.12014431184206321,0.033132934852433446,0.8132914924020085,-0.13408982654217771,1.2987993081837095,-0.14811967475261612,0.03313293485243366,0.40782638429384416,0.0,-1.872285852848143,-0.29759088885791546,-0.3088512936762953,0.0,0.0,2.135047332384328,-0.07091092492064607,-0.36270745988152137
0.0,1.8693441666513224,-0.24276118184730525,-0.15429253385969718,1.5864813806354903,2.135047332384328,0.0,-0.062177244951891295,-0.6174546312887158,0.8739161142184435,-0.1675377606097177,0.0,1.3931099876549506,1.2728238217804486,-0.19570863757641405,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,0.30246586863601765,0.033132934852433446,-0.3059400834688369,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,-1.3839330849342106,-0.3318408119009941,0.0,-1.872285852848143,-0.29759088885791546,0.3714587401229693,0.0,0.0,-0.37629257447182785,-0.07091092492064607,0.12014431184206321
0.0,-1.4203007291050858,-0.5730028687178821,-0.15429253385969718,-0.31922234794178256,0.12014431184206321,0.0,0.3565330899062936,0.3024658686360178,-0.5500133504931835,-0.1675377606097177,0.0,-1.1607895336200011,-0.3977987796927915,-0.19570863757641405,0.5256094199502276,-0.06989929104580174,0.0,0.0,0.8132914924020085,1.5064386729619539,0.033132934852433446,-0.3059400834688369,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,0.03313293485243366,-0.6626150274075693,0.0,-1.872285852848143,-0.29759088885791546,-0.3088512936762953,0.0,0.0,-0.37629257447182785,0.3714587401229693,-0.36270745988152137
0.0,-1.4203007291050858,-0.43947147609335946,-0.15429253385969718,-0.31922234794178256,2.135047332384328,0.0,-1.4892936005920372,-0.6174546312887158,-0.5500133504931835,-0.1675377606097177,0.0,0.12014431184206321,-0.3977987796927915,1.5064386729619539,-0.1601576533120951,-0.06989929104580174,0.0,0.0,0.8132914924020085,1.5064386729619539,0.033132934852433446,2.3173688891782827,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,1.1009735648537895,-0.3318408119009941,0.0,0.16270392626085903,0.8132914924020085,1.7295822242761638,0.0,0.0,-0.37629257447182785,-0.07091092492064607,-0.36270745988152137
0.0,1.8693441666513224,-0.5730028687178821,-0.15429253385969718,-0.31922234794178256,-1.5662546417281655,0.0,-0.062177244951891295,-0.6174546312887158,-0.5500133504931835,-0.1675377606097177,0.0,-1.1607895336200011,-0.3977987796927915,0.8132914924020085,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,-0.25022947645483107,0.033132934852433446,-0.3059400834688369,1.5064386729619539,1.2987993081837095,1.5064386729619539,0.03313293485243366,0.40782638429384416,0.0,-1.872285852848143,0.8132914924020085,-0.3088512936762953,0.0,0.0,-0.10299923947214666,-0.07091092492064607,-0.36270745988152137
0.0,-1.4203007291050858,-0.5730028687178821,-0.15429253385969718,-0.31922234794178256,-1.5662546417281655,0.0,0.3565330899062936,-0.6174546312887158,-0.5500133504931835,-0.1675377606097177,0.0,-1.1607895336200011,-0.3977987796927915,-0.19570863757641405,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,-0.25022947645483107,0.033132934852433446,-0.3059400834688369,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,0.03313293485243366,-0.6626150274075693,0.0,-1.872285852848143,-0.29759088885791546,-0.3088512936762953,0.0,0.0,-0.37629257447182785,-0.07091092492064607,-0.36270745988152137
0.0,-1.4203007291050858,-0.24276118184730525,-0.15429253385969718,-0.31922234794178256,0.12014431184206321,0.0,-0.062177244951891295,0.3024658686360178,1.5064386729619539,-0.1675377606097177,0.0,0.12014431184206321,-0.3977987796927915,-0.19570863757641405,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,-0.25022947645483107,0.033132934852433446,-0.3059400834688369,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,0.03313293485243366,-0.3318408119009941,0.0,0.16270392626085903,-0.29759088885791546,-0.3088512936762953,0.0,0.0,-0.37629257447182785,-0.07091092492064607,-0.36270745988152137
0.0,-1.4203007291050858,-0.24276118184730525,-0.15429253385969718,-0.31922234794178256,-1.5662546417281655,0.0,-1.4203007291050858,0.3024658686360178,-0.5500133504931835,-0.1675377606097177,0.0,-0.6217930328873141,-0.3977987796927915,-0.19570863757641405,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,-0.25022947645483107,0.033132934852433446,-0.3059400834688369,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,0.03313293485243366,-0.6626150274075693,0.0,0.16270392626085903,-0.29759088885791546,-0.3088512936762953,0.0,0.0,-0.37629257447182785,-0.07091092492064607,-0.36270745988152137
0.0,-1.4203007291050858,-0.24276118184730525,-0.15429253385969718,-0.31922234794178256,0.12014431184206321,0.0,-0.062177244951891295,0.3024658686360178,-0.5500133504931835,2.1995858535218993,0.0,1.3931099876549506,-0.3977987796927915,-0.19570863757641405,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,0.12014431184206321,-0.39068131192392763,-0.3059400834688369,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,-1.3839330849342106,0.40782638429384416,0.0,-1.872285852848143,-0.29759088885791546,-0.3088512936762953,0.0,0.0,-0.37629257447182785,-0.07091092492064607,-0.36270745988152137
0.0,-1.4203007291050858,-0.24276118184730525,-0.15429253385969718,-0.31922234794178256,-1.5662546417281655,0.0,-1.4203007291050858,0.3024658686360178,-0.5500133504931835,-0.1675377606097177,0.0,1.3931099876549506,-0.3977987796927915,-0.19570863757641405,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,-0.25022947645483107,-0.39068131192392763,-0.3059400834688369,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,0.03313293485243366,-0.6626150274075693,0.0,0.16270392626085903,-0.29759088885791546,-0.3088512936762953,0.0,0.0,-0.37629257447182785,-0.07091092492064607,-0.36270745988152137
0.0,-1.4203007291050858,-0.5730028687178821,-0.15429253385969718,-0.31922234794178256,-1.5662546417281655,0.0,0.3565330899062936,0.3024658686360178,-0.5500133504931835,-0.1675377606097177,0.0,-0.6217930328873141,-0.3977987796927915,-0.19570863757641405,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,-0.25022947645483107,0.033132934852433446,-0.3059400834688369,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,0.03313293485243366,-0.6626150274075693,0.0,-1.872285852848143,-0.29759088885791546,-0.3088512936762953,0.0,0.0,-0.37629257447182785,-0.07091092492064607,-0.36270745988152137
0.0,-1.4203007291050858,-0.5730028687178821,-0.15429253385969718,-0.31922234794178256,-1.5662546417281655,0.0,-0.062177244951891295,0.3024658686360178,-0.5500133504931835,-0.1675377606097177,0.0,0.12014431184206321,-0.3977987796927915,-0.19570863757641405,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,-0.25022947645483107,0.033132934852433446,-0.3059400834688369,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,-0.10299923947214666,-0.3318408119009941,0.0,0.16270392626085903,-0.29759088885791546,-0.3088512936762953,0.0,0.0,-0.37629257447182785,-0.07091092492064607,-0.36270745988152137
0.0,-1.4203007291050858,0.9086016722063334,-0.15429253385969718,-0.31922234794178256,0.12014431184206321,0.0,0.3565330899062936,0.3024658686360178,0.8739161142184435,-0.1675377606097177,0.0,-0.6217930328873141,1.2728238217804486,-0.19570863757641405,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,-0.25022947645483107,0.033132934852433446,-0.3059400834688369,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,0.03313293485243366,-0.3318408119009941,0.0,0.16270392626085903,-0.29759088885791546,-0.3088512936762953,0.0,0.0,-0.37629257447182785,-0.07091092492064607,0.12014431184206321
0.0,-1.4203007291050858,-0.24276118184730525,-0.15429253385969718,-0.31922234794178256,-1.5662546417281655,0.0,-1.4203007291050858,-0.6174546312887158,-0.5500133504931835,-0.1675377606097177,0.0,-1.1607895336200011,-0.3977987796927915,-0.19570863757641405,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,-0.25022947645483107,0.033132934852433446,-0.3059400834688369,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,0.03313293485243366,-0.6626150274075693,0.0,-1.872285852848143,-0.29759088885791546,-0.3088512936762953,0.0,0.0,-0.37629257447182785,-0.07091092492064607,-0.36270745988152137
0.0,-1.4203007291050858,-0.24276118184730525,-0.15429253385969718,-0.31922234794178256,0.12014431184206321,0.0,-1.4203007291050858,0.3024658686360178,-0.5500133504931835,-0.1675377606097177,0.0,-0.6217930328873141,-0.3977987796927915,-0.19570863757641405,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,-0.25022947645483107,0.033132934852433446,-0.3059400834688369,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,0.03313293485243366,-0.6626150274075693,0.0,0.16270392626085903,-0.29759088885791546,-0.3088512936762953,0.0,0.0,-0.37629257447182785,-0.07091092492064607,-0.36270745988152137
0.0,-1.4203007291050858,-0.43947147609335946,-0.15429253385969718,-0.31922234794178256,0.12014431184206321,0.0,0.3565330899062936,-0.6174546312887158,-0.5500133504931835,-0.1675377606097177,0.0,1.3931099876549506,-0.3977987796927915,-0.19570863757641405,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,0.12014431184206321,0.033132934852433446,-0.3059400834688369,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,-1.3839330849342106,-0.6626150274075693,0.0,-1.872285852848143,0.4768192557807956,0.3714587401229693,0.0,0.0,-0.37629257447182785,-0.07091092492064607,-0.36270745988152137
0.0,-1.4203007291050858,-0.5730028687178821,-0.15429253385969718,-0.31922234794178256,-1.5662546417281655,0.0,0.3565330899062936,0.3024658686360178,-0.5500133504931835,-0.1675377606097177,0.0,0.12014431184206321,-0.3977987796927915,-0.19570863757641405,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,-0.25022947645483107,0.033132934852433446,-0.3059400834688369,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,0.03313293485243366,-0.6626150274075693,0.0,0.16270392626085903,-0.29759088885791546,-0.3088512936762953,0.0,0.0,-0.37629257447182785,-0.07091092492064607,-0.36270745988152137
0.0,0.8822843638889601,0.9086016722063334,0.5256094199502276,0.12014431184206321,0.12014431184206321,0.0,0.3565330899062936,0.3024658686360178,1.5064386729619539,2.1995858535218993,0.0,1.3931099876549506,-0.3977987796927915,0.8132914924020085,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,-0.25022947645483107,0.033132934852433446,-0.3059400834688369,0.6309699356080539,1.5864813806354903,-0.14811967475261612,0.03313293485243366,0.40782638429384416,0.0,0.12014431184206321,0.8132914924020085,-0.3088512936762953,0.0,0.0,-0.10299923947214666,-0.07091092492064607,-0.36270745988152137
0.0,0.8822843638889601,0.9086016722063334,-0.15429253385969718,0.12014431184206321,-1.5662546417281655,0.0,0.3565330899062936,-0.6174546312887158,-0.5500133504931835,-0.1675377606097177,0.0,1.3931099876549506,-0.3977987796927915,-0.19570863757641405,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,-0.25022947645483107,-0.39068131192392763,-0.3059400834688369,-0.13408982654217771,1.2987993081837095,-0.14811967475261612,0.03313293485243366,-0.6626150274075693,0.0,0.16270392626085903,-0.29759088885791546,-0.3088512936762953,0.0,0.0,-0.37629257447182785,-0.07091092492064607,-0.36270745988152137
0.0,-1.4203007291050858,-0.43947147609335946,-0.15429253385969718,-0.31922234794178256,-1.5662546417281655,0.0,-1.4892936005920372,0.3024658686360178,-0.5500133504931835,-0.1675377606097177,0.0,-0.6217930328873141,-0.3977987796927915,-0.19570863757641405,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,-0.25022947645483107,0.033132934852433446,-0.3059400834688369,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,-1.3839330849342106,-0.6626150274075693,0.0,-1.872285852848143,0.4768192557807956,-0.3088512936762953,0.0,0.0,-0.37629257447182785,-0.07091092492064607,-0.36270745988152137
0.0,-1.4203007291050858,-0.5730028687178821,-0.15429253385969718,-0.31922234794178256,-1.5662546417281655,0.0,-0.062177244951891295,0.3024658686360178,-0.5500133504931835,-0.1675377606097177,0.0,-0.6217930328873141,-0.3977987796927915,-0.19570863757641405,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,-0.25022947645483107,0.033132934852433446,-0.3059400834688369,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,0.03313293485243366,-0.6626150274075693,0.0,0.16270392626085903,-0.29759088885791546,-0.3088512936762953,0.0,0.0,-0.37629257447182785,-0.07091092492064607,-0.36270745988152137
0.0,-1.4203007291050858,-0.43947147609335946,-0.15429253385969718,0.12014431184206321,0.12014431184206321,0.0,-1.4892936005920372,-0.6174546312887158,0.8739161142184435,-0.1675377606097177,0.0,-0.6217930328873141,-0.3977987796927915,-0.19570863757641405,0.5256094199502276,-0.06989929104580174,0.0,0.0,-0.07830662688177499,-0.25022947645483107,0.033132934852433446,-0.3059400834688369,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,-1.3839330849342106,-0.3318408119009941,0.0,-1.872285852848143,0.4768192557807956,-0.3088512936762953,0.0,0.0,-0.37629257447182785,0.3714587401229693,-0.36270745988152137
0.0,-1.4203007291050858,-0.24276118184730525,-0.15429253385969718,0.12014431184206321,0.12014431184206321,0.0,-0.062177244951891295,-0.6174546312887158,-0.5500133504931835,-0.1675377606097177,0.0,-0.6217930328873141,-0.3977987796927915,-0.19570863757641405,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,-0.25022947645483107,0.033132934852433446,-0.3059400834688369,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,0.03313293485243366,0.40782638429384416,0.0,-1.872285852848143,-0.29759088885791546,-0.3088512936762953,0.0,0.0,-0.37629257447182785,-0.07091092492064607,-0.36270745988152137
0.0,1.8693441666513224,-0.5730028687178821,-0.15429253385969718,-0.31922234794178256,-1.5662546417281655,0.0,0.3565330899062936,-0.6174546312887158,-0.5500133504931835,-0.1675377606097177,0.0,-0.6217930328873141,-0.3977987796927915,-0.19570863757641405,-0.1601576533120951,-0.06989929104580174,0.0,0.0,-0.07830662688177499,-0.25022947645483107,0.033132934852433446,-0.3059400834688369,-0.13408982654217771,-0.6639746469236087,-0.14811967475261612,0.03313293485243366,-0.6626150274075693,0.0,-1.872285852848143,-0.29759088885791546,-0.3088512936762953,0.0,0.0,-0.37629257447182785,-0.07091092492064607,-0.36270745988152137
0.0,1.8693441666513224,1.5064386729619539,-0.15429253385969718,1.5864813806354903,2.135047332384328,0.0,2.3173688891782827,0.3024658686360178,1.5064386729619539,2.1995858535218993,0.0,1.3931099876549506,1.2728238217804486,-0.19570863757641405,0.8132914924020085,-0.06989929104580174,0.0,0.0,0.8132914924020085,1.5064386729619539,0.033132934852433446,2.3173688891782827,-0.13408982654217771,1.2987993081837095,1.5064386729619539,1.1009735648537895,2.8927330340818442,0.0,0.16270392626085903,0.4768192557807956,1.7295822242761638,0.0,0.0,2.135047332384328,-0.07091092492064607,-0.36270745988152137
